,destination_state,year,population,same_house,same_state,from_different_state_Total,abroad_Total,from,number_of_people
3040,Mississippi,2018,2955717,2582347,297788,68000,7582,Colorado,284
3041,Missouri,2018,6053109,5161553,720626,152326,18604,Colorado,8782
3042,Montana,2018,1051757,891554,113693,43375,3135,Colorado,2921
3043,Nebraska,2018,1905843,1602056,239853,54579,9355,Colorado,4835
3044,Nevada,2018,3003761,2495398,366629,127362,14372,Colorado,3724
3045,New Hampshire,2018,1344750,1170412,119936,48367,6035,Colorado,385
3046,New Jersey,2018,8815804,7870909,722620,159846,62429,Colorado,1505
3047,New Mexico,2018,2072546,1797834,204099,60068,10545,Colorado,4877
3048,New York,2018,19329704,17327068,1614505,254447,133684,Colorado,4553
3049,North Carolina,2018,10274540,8723401,1178884,318681,53574,Colorado,5471
3050,North Dakota,2018,749825,623183,89228,33735,3679,Colorado,522
3051,Ohio,2018,11555163,9892715,1426959,198026,37463,Colorado,2216
3052,Oklahoma,2018,3895983,3226343,548493,106943,14204,Colorado,4039
3053,Oregon,2018,4152756,3438653,554097,140627,19379,Colorado,3292
3054,Pennsylvania,2018,12674699,11119060,1239854,253520,62265,Colorado,4822
3055,Rhode Island,2018,1047975,928114,78525,32841,8495,Colorado,504
3056,South Carolina,2018,5029034,4309043,511153,186505,22333,Colorado,1622
3057,South Dakota,2018,871271,740970,100177,26775,3349,Colorado,797
3058,Tennessee,2018,6692936,5706212,748791,209377,28556,Colorado,5410
3059,Texas,2018,28333482,23992374,3575604,563945,201559,Colorado,21509
3060,Utah,2018,3114717,2583764,408033,100824,22096,Colorado,4181
3061,Vermont,2018,621681,542177,50818,26306,2380,Colorado,649
3062,Virginia,2018,8424340,7142767,947475,274003,60095,Colorado,4557
3063,Washington,2018,7453439,6101533,1028654,260906,62346,Colorado,10122
3064,West Virginia,2018,1787630,1585832,156420,43841,1537,Colorado,798
3065,Wisconsin,2018,5751525,4960260,659159,114613,17493,Colorado,3321
3066,Wyoming,2018,570867,479561,62957,25734,2615,Colorado,5632
3067,Puerto Rico,2018,3173956,2915696,234174,20900,3186,Colorado,722
3068,Alabama,2019,4849509,4197698,534842,104780,12189,Colorado,2042
3069,Alaska,2019,722063,609362,74375,34031,4295,Colorado,685
3070,Arizona,2019,7200620,6038776,861935,253295,46614,Colorado,14684
3071,Arkansas,2019,2989054,2559444,361762,59723,8125,Colorado,1585
3072,California,2019,39084048,34394220,3943139,480204,266485,Colorado,15085
3073,Colorado,2019,5701658,4695821,736314,240600,28923,Colorado,0
3074,Connecticut,2019,3531986,3106754,306070,90044,29118,Colorado,1165
3075,Delaware,2019,964817,843383,79186,38014,4234,Colorado,530
3076,District of Columbia ,2019,697556,563798,64893,58879,9986,Colorado,870
3077,Florida,2019,21269409,18083185,2381208,601611,203405,Colorado,13656
3078,Georgia,2019,10499808,9034705,1130068,284541,50494,Colorado,2904
3079,Hawaii,2019,1396819,1215974,116566,49708,14571,Colorado,2190
3080,Idaho,2019,1764327,1478739,200377,78730,6481,Colorado,3970
3081,Illinois,2019,12536539,11014059,1274091,190627,57762,Colorado,3455
3082,Indiana,2019,6656971,5735703,743092,151443,26733,Colorado,2050
3083,Iowa,2019,3121385,2686528,348082,72651,14124,Colorado,4472
3084,Kansas,2019,2879518,2426897,345003,94648,12970,Colorado,7224
3085,Kentucky,2019,4421512,3792437,517128,100057,11890,Colorado,1177
3086,Louisiana,2019,4595111,4018892,491341,67640,17238,Colorado,1881
3087,Maine,2019,1331656,1162558,128105,36129,4864,Colorado,982
3088,Maryland,2019,5979602,5224363,569388,141766,44085,Colorado,1960
3089,Massachusetts,2019,6828110,5975607,644535,144079,63889,Colorado,2094
3090,Michigan,2019,9880758,8606216,1104190,132008,38344,Colorado,2459
3091,Minnesota,2019,5575235,4836702,606228,106920,25385,Colorado,3647
3092,Mississippi,2019,2943737,2583691,291479,61683,6884,Colorado,421
3093,Missouri,2019,6069697,5200465,694303,152345,22584,Colorado,4032
3094,Montana,2019,1056994,882156,129779,40862,4197,Colorado,3831
3095,Nebraska,2019,1910711,1622237,234322,46064,8088,Colorado,2816
3096,Nevada,2019,3048602,2510591,384676,132950,20385,Colorado,3206
3097,New Hampshire,2019,1350155,1173997,119189,50288,6681,Colorado,372
3098,New Jersey,2019,8791672,7888800,689445,149260,64167,Colorado,3314
3099,New Mexico,2019,2073628,1816418,189705,55545,11960,Colorado,5038
3100,New York,2019,19240920,17213380,1638372,254806,134362,Colorado,5754
3101,North Carolina,2019,10371906,8834381,1170200,315215,52110,Colorado,6089
3102,North Dakota,2019,750501,615450,94413,36668,3970,Colorado,585
3103,Ohio,2019,11556037,9891733,1415185,205542,43577,Colorado,3905
3104,Oklahoma,2019,3907258,3282746,509137,101844,13531,Colorado,9020
3105,Oregon,2019,4178578,3527178,501680,129921,19799,Colorado,5730
3106,Pennsylvania,2019,12670245,11092255,1259103,267465,51422,Colorado,1631
3107,Rhode Island,2019,1050602,930406,80686,34984,4526,Colorado,238
3108,South Carolina,2019,5092727,4414770,478892,176008,23057,Colorado,1506
3109,South Dakota,2019,872708,739009,102133,26934,4632,Colorado,818
3110,Tennessee,2019,6754461,5782145,755183,196765,20368,Colorado,4674
3111,Texas,2019,28642658,24347958,3517954,559661,217085,Colorado,18189
3112,Utah,2019,3162102,2661654,389057,95608,15783,Colorado,7856
3113,Vermont,2019,617560,536752,57776,21212,1820,Colorado,687
3114,Virginia,2019,8439982,7201805,903735,264855,69587,Colorado,4588
3115,Washington,2019,7527366,6253469,977928,231956,64013,Colorado,6829
3116,West Virginia,2019,1773280,1563611,164739,39548,5382,Colorado,266
3117,Wisconsin,2019,5760481,5001140,634732,107973,16636,Colorado,3125
3118,Wyoming,2019,572884,473128,68127,30247,1382,Colorado,3129
3119,Puerto Rico,2019,3175835,2968876,169733,31144,6082,Colorado,474
3120,Alabama,2010,4729509,3987155,620465,108723,13166,Connecticut,454
3121,Alaska,2010,702974,565031,95878,36326,5739,Connecticut,0
3122,Arizona,2010,6332786,5069002,1001991,222725,39068,Connecticut,479
3123,Arkansas,2010,2888304,2387806,412997,79127,8374,Connecticut,451
3124,California,2010,36907897,30790221,5413287,444749,259640,Connecticut,4631
3125,Colorado,2010,4988190,4042039,725413,186366,34372,Connecticut,459
3126,Connecticut,2010,3541146,3100742,342904,77333,20167,Connecticut,0
3127,Delaware,2010,889812,764640,90001,30759,4412,Connecticut,714
3128,District of Columbia ,2010,596747,474676,63766,51244,7061,Connecticut,926
3129,Florida,2010,18647600,15554008,2459530,482889,151173,Connecticut,11183
3130,Georgia,2010,9587237,8015409,1278548,249459,43821,Connecticut,2619
3131,Hawaii,2010,1346274,1140572,134315,53581,17806,Connecticut,307
3132,Idaho,2010,1550967,1279856,209272,55638,6201,Connecticut,0
3133,Illinois,2010,12680126,11009852,1404525,203959,61790,Connecticut,2264
3134,Indiana,2010,6414862,5431015,833086,127353,23408,Connecticut,544
3135,Iowa,2010,3013053,2553210,375650,72557,11636,Connecticut,114
3136,Kansas,2010,2820894,2341401,372161,95059,12273,Connecticut,85
3137,Kentucky,2010,4296639,3638259,519887,118443,20050,Connecticut,698
3138,Louisiana,2010,4483529,3826390,547291,97889,11959,Connecticut,89
3139,Maine,2010,1313902,1136780,146735,27758,2629,Connecticut,1361
3140,Maryland,2010,5716785,4917637,588879,164484,45785,Connecticut,1603
3141,Massachusetts,2010,6489250,5583650,706624,140162,58814,Connecticut,13270
3142,Michigan,2010,9762127,8310098,1291901,116149,43979,Connecticut,277
3143,Minnesota,2010,5244256,4480630,647946,89872,25808,Connecticut,211
3144,Mississippi,2010,2931228,2510729,340266,72321,7912,Connecticut,71
3145,Missouri,2010,5920858,4968921,786726,145226,19985,Connecticut,243
3146,Montana,2010,978507,821709,117752,35630,3416,Connecticut,128
3147,Nebraska,2010,1802697,1497138,247005,51290,7264,Connecticut,361
3148,Nevada,2010,2667364,2030410,517261,102677,17016,Connecticut,648
3149,New Hampshire,2010,1303865,1118359,141213,39367,4926,Connecticut,3134
3150,New Jersey,2010,8709933,7841470,684482,127369,56612,Connecticut,2503
3151,New Mexico,2010,2039549,1735950,220663,73605,9331,Connecticut,25
3152,New York,2010,19171916,16976205,1779540,269427,146744,Connecticut,15338
3153,North Carolina,2010,9443000,7982017,1141001,263256,56726,Connecticut,3752
3154,North Dakota,2010,665654,556222,75720,30100,3612,Connecticut,30
3155,Ohio,2010,11405101,9745227,1453401,172633,33840,Connecticut,1307
3156,Oklahoma,2010,3716264,3065497,528824,106511,15432,Connecticut,68
3157,Oregon,2010,3794008,3110896,545841,116700,20571,Connecticut,270
3158,Pennsylvania,2010,12577555,11053022,1239199,235580,49754,Connecticut,4007
3159,Rhode Island,2010,1042240,900283,99603,32059,10295,Connecticut,4090
3160,South Carolina,2010,4577399,3870879,537961,152441,16118,Connecticut,3998
3161,South Dakota,2010,805616,680993,96805,25777,2041,Connecticut,0
3162,Tennessee,2010,6282706,5299496,801355,159778,22077,Connecticut,765
3163,Texas,2010,24899075,20500156,3740344,486558,172017,Connecticut,924
3164,Utah,2010,2724064,2240636,388410,77780,17238,Connecticut,119
3165,Vermont,2010,619363,534975,59032,22529,2827,Connecticut,1287
3166,Virginia,2010,7930773,6752310,870491,259507,48465,Connecticut,2468
3167,Washington,2010,6661321,5464985,946923,191784,57629,Connecticut,642
3168,West Virginia,2010,1833535,1625125,166168,39609,2633,Connecticut,84
3169,Wisconsin,2010,5623196,4824045,691592,93065,14494,Connecticut,359
3170,Wyoming,2010,556954,444614,82255,28046,2039,Connecticut,0
3171,Puerto Rico,2010,3676493,3392179,247593,31732,4989,Connecticut,899
3172,Alabama,2011,4745278,4024442,588293,117726,14817,Connecticut,2921
3173,Alaska,2011,711962,571857,100280,35084,4741,Connecticut,138
3174,Arizona,2011,6402301,5107496,1028366,222877,43562,Connecticut,1875
3175,Arkansas,2011,2906632,2421746,405831,69845,9210,Connecticut,519
3176,California,2011,37222678,31213310,5271168,468428,269772,Connecticut,3073
3177,Colorado,2011,5048443,4048042,763233,202124,35044,Connecticut,1567
3178,Connecticut,2011,3548667,3139496,316883,71502,20786,Connecticut,0
3179,Delaware,2011,897187,775414,83156,33912,4705,Connecticut,66
3180,District of Columbia ,2011,611608,489659,66519,48066,7364,Connecticut,981
3181,Florida,2011,18863948,15742168,2454255,498597,168928,Connecticut,11704
3182,Georgia,2011,9699859,8095407,1289450,271077,43925,Connecticut,709
3183,Hawaii,2011,1357806,1160948,122727,57542,16589,Connecticut,731
3184,Idaho,2011,1559637,1284530,208434,60336,6337,Connecticut,0
3185,Illinois,2011,12718402,11076528,1353853,216204,71817,Connecticut,1819
3186,Indiana,2011,6437155,5478683,809158,127874,21440,Connecticut,1227
3187,Iowa,2011,3027718,2573313,370554,70405,13446,Connecticut,424
3188,Kansas,2011,2833584,2372033,362782,83640,15129,Connecticut,412
3189,Kentucky,2011,4316297,3686232,505741,110031,14293,Connecticut,176
3190,Louisiana,2011,4518629,3865118,538691,99138,15682,Connecticut,358
3191,Maine,2011,1315833,1120364,157102,33818,4549,Connecticut,2481
3192,Maryland,2011,5759087,5008452,553895,153979,42761,Connecticut,1608
3193,Massachusetts,2011,6515057,5658768,656441,139830,60018,Connecticut,9445
3194,Michigan,2011,9766574,8340767,1242917,139158,43732,Connecticut,1656
3195,Minnesota,2011,5277329,4505462,646176,101029,24662,Connecticut,74
3196,Mississippi,2011,2943021,2534036,332934,68511,7540,Connecticut,54
3197,Missouri,2011,5937896,4963040,801046,149439,24371,Connecticut,1516
3198,Montana,2011,987076,828254,122210,33553,3059,Connecticut,58
3199,Nebraska,2011,1817126,1505191,253269,52070,6596,Connecticut,381
3200,Nevada,2011,2688336,2084668,480317,110345,13006,Connecticut,189
3201,New Hampshire,2011,1305678,1141236,122129,37000,5313,Connecticut,1617
3202,New Jersey,2011,8719952,7825661,693380,140194,60717,Connecticut,1924
3203,New Mexico,2011,2055293,1753413,228218,62130,11532,Connecticut,0
3204,New York,2011,19248685,17055260,1756105,282209,155111,Connecticut,15123
3205,North Carolina,2011,9539412,8070238,1160510,265291,43373,Connecticut,1975
3206,North Dakota,2011,675161,559906,79837,32510,2908,Connecticut,0
3207,Ohio,2011,11418944,9764366,1425709,191778,37091,Connecticut,1189
3208,Oklahoma,2011,3742698,3089041,528498,108878,16281,Connecticut,97
3209,Oregon,2011,3828714,3128121,549332,127906,23355,Connecticut,949
3210,Pennsylvania,2011,12610486,11099077,1224564,234291,52554,Connecticut,4150
3211,Rhode Island,2011,1040022,903786,101689,26769,7778,Connecticut,2613
3212,South Carolina,2011,4624180,3899705,546666,157644,20165,Connecticut,1752
3213,South Dakota,2011,814175,688436,94655,27506,3578,Connecticut,0
3214,Tennessee,2011,6333466,5342978,794556,170969,24963,Connecticut,150
3215,Texas,2011,25327104,20984855,3648260,514726,179263,Connecticut,2927
3216,Utah,2011,2769627,2295961,373984,85217,14465,Connecticut,562
3217,Vermont,2011,621354,537304,60719,20463,2868,Connecticut,2105
3218,Virginia,2011,7996552,6789620,889751,257130,60051,Connecticut,5376
3219,Washington,2011,6748474,5565069,919925,208507,54973,Connecticut,1026
3220,West Virginia,2011,1836614,1609110,172262,50068,5174,Connecticut,594
3221,Wisconsin,2011,5647213,4846550,675623,109439,15601,Connecticut,993
3222,Wyoming,2011,561389,462808,66648,30651,1282,Connecticut,11
3223,Puerto Rico,2011,3669195,3403602,238263,22649,4681,Connecticut,1849
3224,Alabama,2012,4764428,4054260,590326,104600,15242,Connecticut,284
3225,Alaska,2012,721186,592551,90613,33415,4607,Connecticut,0
3226,Arizona,2012,6468907,5242674,953789,232457,39987,Connecticut,417
3227,Arkansas,2012,2912680,2453347,373046,76948,9339,Connecticut,185
3228,California,2012,37572738,31777868,5046618,493641,254611,Connecticut,6764
3229,Colorado,2012,5123944,4131357,751921,205060,35606,Connecticut,1317
3230,Connecticut,2012,3555319,3114940,334918,80311,25150,Connecticut,0
3231,Delaware,2012,906576,782216,86003,34757,3600,Connecticut,1489
3232,District of Columbia ,2012,624847,500267,61992,53830,8758,Connecticut,618
3233,Florida,2012,19114620,16032617,2380288,537148,164567,Connecticut,8975
3234,Georgia,2012,9796547,8231384,1236302,277466,51395,Connecticut,1829
3235,Hawaii,2012,1374852,1164145,134827,55145,20735,Connecticut,191
3236,Idaho,2012,1573036,1296975,210151,59283,6627,Connecticut,44
3237,Illinois,2012,12725119,11009321,1441191,208755,65852,Connecticut,955
3238,Indiana,2012,6457067,5493090,805228,134137,24612,Connecticut,823
3239,Iowa,2012,3035469,2585979,362938,75760,10792,Connecticut,112
3240,Kansas,2012,2848708,2361899,381695,88284,16830,Connecticut,210
3241,Kentucky,2012,4328626,3676472,521511,112787,17856,Connecticut,246
3242,Louisiana,2012,4545914,3912023,528406,91215,14270,Connecticut,164
3243,Maine,2012,1315586,1132344,151438,27523,4281,Connecticut,1468
3244,Maryland,2012,5816472,5068457,549973,154983,43059,Connecticut,881
3245,Massachusetts,2012,6580641,5752166,626380,142577,59518,Connecticut,10525
3246,Michigan,2012,9778980,8330990,1268105,133981,45904,Connecticut,798
3247,Minnesota,2012,5315228,4536303,653012,101042,24871,Connecticut,696
3248,Mississippi,2012,2947696,2529377,339807,73500,5012,Connecticut,106
3249,Missouri,2012,5951913,4965459,801093,162930,22431,Connecticut,410
3250,Montana,2012,995544,829489,126463,37690,1902,Connecticut,0
3251,Nebraska,2012,1829420,1540361,237937,43266,7856,Connecticut,0
3252,Nevada,2012,2725280,2105070,481496,124285,14429,Connecticut,143
3253,New Hampshire,2012,1309203,1127376,125118,50484,6225,Connecticut,1345
3254,New Jersey,2012,8772744,7929570,655465,130223,57486,Connecticut,3466
3255,New Mexico,2012,2060595,1769341,226243,54693,10318,Connecticut,280
3256,New York,2012,19352153,17202134,1723117,270053,156849,Connecticut,14595
3257,North Carolina,2012,9640490,8167830,1149080,273149,50431,Connecticut,4914
3258,North Dakota,2012,689838,563978,84294,38213,3353,Connecticut,65
3259,Ohio,2012,11414635,9735390,1440815,196391,42039,Connecticut,1355
3260,Oklahoma,2012,3762311,3107367,531347,108972,14625,Connecticut,0
3261,Oregon,2012,3857465,3158450,560673,118925,19417,Connecticut,381
3262,Pennsylvania,2012,12630082,11107110,1252378,215500,55094,Connecticut,3311
3263,Rhode Island,2012,1040527,899551,101165,33446,6365,Connecticut,4170
3264,South Carolina,2012,4668886,3929626,564350,156705,18205,Connecticut,1590
3265,South Dakota,2012,821669,676014,115606,26051,3998,Connecticut,2
3266,Tennessee,2012,6378278,5396833,783077,177098,21270,Connecticut,936
3267,Texas,2012,25711791,21354247,3656070,507752,193722,Connecticut,2769
3268,Utah,2012,2805440,2324019,373980,87870,19571,Connecticut,142
3269,Vermont,2012,620224,532237,61242,24431,2314,Connecticut,1626
3270,Virginia,2012,8085389,6857430,915242,250653,62064,Connecticut,2725
3271,Washington,2012,6815763,5648199,904695,215494,47375,Connecticut,2901
3272,West Virginia,2012,1837518,1613322,174112,47125,2959,Connecticut,143
3273,Wisconsin,2012,5660677,4849945,693737,99192,17803,Connecticut,657
3274,Wyoming,2012,569734,459226,77324,31149,2035,Connecticut,0
3275,Puerto Rico,2012,3628402,3366593,238042,20044,3723,Connecticut,370
3276,Alabama,2013,4781296,4067683,594583,104102,14928,Connecticut,439
3277,Alaska,2013,725193,583799,99953,34360,7081,Connecticut,22
3278,Arizona,2013,6543362,5321158,941347,236146,44711,Connecticut,1029
3279,Arkansas,2013,2923642,2475807,367837,70621,9377,Connecticut,870
3280,California,2013,37873189,32197933,4898331,485477,291448,Connecticut,5145
3281,Colorado,2013,5206012,4186643,778520,206543,34306,Connecticut,861
3282,Connecticut,2013,3562959,3127421,325895,88351,21292,Connecticut,0
3283,Delaware,2013,914025,791278,81363,36790,4594,Connecticut,602
3284,District of Columbia ,2013,636535,509958,68917,46571,11089,Connecticut,1597
3285,Florida,2013,19345059,16199361,2442119,529406,174173,Connecticut,8709
3286,Georgia,2013,9870319,8256209,1279601,278972,55537,Connecticut,4838
3287,Hawaii,2013,1387361,1177733,135860,58083,15685,Connecticut,530
3288,Idaho,2013,1592596,1317235,205418,61592,8351,Connecticut,66
3289,Illinois,2013,12740816,11036387,1411859,223605,68965,Connecticut,1824
3290,Indiana,2013,6492306,5499346,835689,133508,23763,Connecticut,488
3291,Iowa,2013,3053635,2585189,380270,75650,12526,Connecticut,124
3292,Kansas,2013,2854869,2386028,363906,89735,15200,Connecticut,233
3293,Kentucky,2013,4345186,3665604,558412,103207,17963,Connecticut,291
3294,Louisiana,2013,4568320,3941211,519010,91889,16210,Connecticut,113
3295,Maine,2013,1315753,1128262,146334,36780,4377,Connecticut,2561
3296,Maryland,2013,5857213,5078020,572131,161525,45537,Connecticut,1118
3297,Massachusetts,2013,6619999,5724592,700613,135150,59644,Connecticut,10718
3298,Michigan,2013,9784094,8296283,1294706,144091,49014,Connecticut,1202
3299,Minnesota,2013,5353441,4585137,636274,104825,27205,Connecticut,425
3300,Mississippi,2013,2957797,2531410,350982,68588,6817,Connecticut,190
3301,Missouri,2013,5973448,5015609,779132,159936,18771,Connecticut,723
